book	chapter	verse	figure	english_snippet	note	source
31-obadiah	1	5	doublet	If thieves came to you, and plunderers by night	These two phrases mean the same thing. The repetition is used to emphasize the one idea that they are expressing. If this is not clear in your language, use another way of showing that this is important or you could combine them, as in the UST.	door43_utn
31-obadiah	1	12	hendiadys		The two phrases **on the day of your brother** and **on the day of his misfortune** work together to mean “on the day of your brother’s misfortune.” If having the two phrases is confusing, you can combine them into one phrase, as in the UST.	door43_utn
31-obadiah	1	16	doublet	And they will drink, and they will swallow, and they will become like they never existed	The words translated **drink** and **swallow** mean very similar things and are used together to intensify the one meaning. If your language does not have two such similar words, you can use one of the words and intensify the meaning in another way. Alternate translation: “They will drink all of it down”	door43_utn
31-obadiah	1	18	doublet	And they will burn them, and consume them	**Burn** and **consume** mean almost the same thing. Yahweh uses the words together to intensify the meaning. If you do not have two similar words in your language or if it would be confusing to say this twice, you can combine them into one phrase and intensify the meaning in another way. Alternate translation: “and they will burn them until they are all burned up” or “and they will burn them up completely”	door43_utn
32-jonah	2	3	doublet	your billows and your waves	Both of these are disturbances on the surface of the ocean. They could be combined into one term, such as “waves”	door43_utn
33-micah	5	2	doublet	whose beginning is from ancient times, from everlasting	This refers to the ruler descending from the ancient family of King David. The phrases “from ancient times” and “from everlasting” mean basically the same thing and emphasize how old this family line is.	door43_utn
33-micah	5	8	doublet	among the nations, among many peoples	These two phrases mean basically the same thing and emphasize that the “remnant of Jacob” will live in many different nations.	door43_utn
35-habakkuk	1	5	doublet	be amazed and astonished	The words “amazed” and “astonished” share similar meanings. Together they emphasize the strength of the emotion. Alternate translation: “be very amazed”	door43_utn
35-habakkuk	1	7	doublet	They are terrifying and fearsome	The words “terrifying” and “fearsome” share similar meanings. Together they emphasize the fear that the Chaldeans instilled in other people. Alternate translation: “They cause others to be greatly terrified”	door43_utn
35-habakkuk	3	8	doublet	you rode upon your horses and your victorious chariots	The phrases “your horses” and “your victorious chariots” both refer to the same thing. This speaks of Yahweh as if he were a warrior riding a horse-drawn chariot into battle. Alternate translation: “you rode your horse-drawn chariots to victory”	door43_utn
36-zephaniah	1	12	merism	Yahweh will not do anything, either good or evil	Here “good and evil” is a merism that includes everything in between. Alternate translation: “Yahweh will not do anything at all”	door43_utn
36-zephaniah	1	14	doublet	near, near and hurrying quickly	The repetition of the word “near,” along with the phrase “hurrying quickly,” emphasize that the day when Yahweh judges the people will soon happen. Alternate translation: “close and will be here soon”	door43_utn
36-zephaniah	1	15	doublet	a day of distress and anguish	The words “distress” and “anguish” mean about the same thing and emphasize the intensity of the people’s distress. Alternate translation: “a day when people feel terrible distress”	door43_utn
36-zephaniah	1	15	doublet	a day of storm and devastation	Here the word “storm” refers to divine judgment. The word “devastation” describes the effects of that judgment. Alternate translation: “a day of devastating storms” or “a day of devastating judgment”	door43_utn
36-zephaniah	1	15	doublet	a day of darkness and gloom	The words “darkness” and “gloom” share similar meanings and emphasize the intensity of darkness. Both words refer to a time of disaster or divine judgment. Alternate translation: “a day that is full of darkness” or “a day of terrible judgment”	door43_utn
36-zephaniah	1	15	doublet	a day of clouds and thick darkness	This phrase means the same thing as, and intensifies, the idea of the previous phrase. Like that phrase, both “clouds” and “thick darkness” refer to divine judgment. Alternate translation: “a day full of dark storm clouds”	door43_utn
36-zephaniah	1	16	doublet	a day of trumpets and alarms	The words “trumpets” and “alarms” mean basically the same thing here. Both are means to call soldiers to prepare for battle. Alternate translation: “a day when people sound the alarm for battle”	door43_utn
36-zephaniah	1	16	doublet	fortified cities and the high battlements	These two phrases both refer to military strongholds. Alternate translation: “well fortified cities”	door43_utn
36-zephaniah	2	1	doublet	Rally yourselves together and gather	These two phrases mean the same thing. Together they intensify the command for the people to gather together in order to repent of their sins. Alternate translation: “Gather yourselves together”	door43_utn
36-zephaniah	3	8	doublet	to assemble the nations, to gather the kingdoms	These two phrases mean the same thing and emphasize that Yahweh will judge all of the nations.	door43_utn
